date,amount_raw,amount,currency,operation,merchant,details,bank,source_file,category
2025-05-04,"- 599,00 KZT",-599.0,KZT,,Purchases Magnum Cash&Carry,Purchases Magnum Cash&Carry,Kaspi Bank,gold_statement (3).pdf,супермаркеты
2025-05-04,"- 649,00 KZT",-649.0,KZT,,Transfers Амина А.,Transfers Амина А.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-05-04,"- 8 608,00 KZT",-8608.0,KZT,,Purchases YANDEX.EDA,Purchases YANDEX.EDA,Kaspi Bank,gold_statement.pdf,транспорт
2025-05-04,"+ 3 000,00 KZT",3000.0,KZT,,Replenishment Елдана К.,Replenishment Елдана К.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-04,"- 1 000,00 KZT",-1000.0,KZT,Перевод,Алибек А.,Алибек А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-04,"- 360,00 KZT",-360.0,KZT,Покупка,ИП Амангайша,ИП Амангайша,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-04,"- 420,00 KZT",-420.0,KZT,Перевод,Амангелді А.,Амангелді А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-04,"- 2 000,00 KZT",-2000.0,KZT,Перевод,Агис Ж.,Агис Ж.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-04,"- 3 800,00 KZT",-3800.0,KZT,Перевод,Амангелді А.,Амангелді А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-05,"- 150,00 KZT",-150.0,KZT,Покупка,Аппарат самообслуживания,Аппарат самообслуживания,Kaspi Bank,gold_statement (2).pdf,покупки
2025-05-05,"- 890,00 KZT",-890.0,KZT,,Purchases Q-tea,Purchases Q-tea,Kaspi Bank,gold_statement (3).pdf,рестораны и кафе
2025-05-05,"- 375,00 KZT",-375.0,KZT,,Purchases Corner Meal,Purchases Corner Meal,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-06,"- 5 000,00 KZT",-5000.0,KZT,Покупка,SCAT,SCAT,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-05-06,"+ 5 700,00 KZT",5700.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-05-06,"+ 1 000,00 KZT",1000.0,KZT,Пополнение,В Kaspi Терминале,В Kaspi Терминале,Kaspi Bank,gold_statement (2).pdf,покупки
2025-05-06,"- 1 450,00 KZT",-1450.0,KZT,,Transfers Алмабек Н.,Transfers Алмабек Н.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-05-06,"- 6 150,00 KZT",-6150.0,KZT,,Purchases Burger King Khan Shatyr Astana,Purchases Burger King Khan Shatyr Astana,Kaspi Bank,gold_statement (3).pdf,рестораны и кафе
2025-05-06,"+ 2 500,00 KZT",2500.0,KZT,,Replenishment Кербез К.,Replenishment Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-05-06,"- 1 200,00 KZT",-1200.0,KZT,,Purchases Whoosh. По номеру телефона,Purchases Whoosh. По номеру телефона,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-06,"- 850,00 KZT",-850.0,KZT,,Purchases Corner Meal,Purchases Corner Meal,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-06,"- 2 960,00 KZT",-2960.0,KZT,,Purchases YANDEX.GO,Purchases YANDEX.GO,Kaspi Bank,gold_statement.pdf,транспорт
2025-05-06,"- 2 500,00 KZT",-2500.0,KZT,,Transfers Рауан А.,Transfers Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-06,"- 1 030,00 KZT",-1030.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement.pdf,покупки
2025-05-06,"- 3 090,00 KZT",-3090.0,KZT,,Purchases YANDEX.GO,Purchases YANDEX.GO,Kaspi Bank,gold_statement.pdf,транспорт
2025-05-06,"- 740,00 KZT",-740.0,KZT,Перевод,Нурсултан А.,Нурсултан А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-06,"- 750,00 KZT",-750.0,KZT,Покупка,BestMart,BestMart,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-06,"- 100,00 KZT",-100.0,KZT,Покупка,izi,izi,Kaspi Bank,gold_statement_1.pdf,подписки
2025-05-06,"+ 5 000,00 KZT",5000.0,KZT,Пополнение,Бахитжан А.,Бахитжан А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-06,"- 120,00 KZT",-120.0,KZT,Покупка,Магазин Гаухар,Магазин Гаухар,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-06,"- 110,00 KZT",-110.0,KZT,Покупка,Avtobys. Оплата проезда по QR,Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-06,"+ 500,00 KZT",500.0,KZT,Пополнение,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"- 400,00 KZT",-400.0,KZT,Перевод,Меруерт А.,Меруерт А.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-05-07,"- 3 000,00 KZT",-3000.0,KZT,Перевод,Темірлан Қ.,Темірлан Қ.,Kaspi Bank,gold_statement (2).pdf,покупки
2025-05-07,"+ 1 000,00 KZT",1000.0,KZT,Пополнение,Сабина А.,Сабина А.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-05-07,"- 2 650,00 KZT",-2650.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement (2).pdf,транспорт
2025-05-07,"+ 4 800,00 KZT",4800.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-05-07,"- 590,00 KZT",-590.0,KZT,,Purchases SEVEN,Purchases SEVEN,Kaspi Bank,gold_statement (3).pdf,супермаркеты
2025-05-07,"+ 1 100,00 KZT",1100.0,KZT,,Replenishment Дамир А.,Replenishment Дамир А.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-05-07,"- 1 060,00 KZT",-1060.0,KZT,,Purchases Супермаркет GALMART,Purchases Супермаркет GALMART,Kaspi Bank,gold_statement (3).pdf,супермаркеты
2025-05-07,"- 300,00 KZT",-300.0,KZT,,Transfers Куаныш Ж.,Transfers Куаныш Ж.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-05-07,"- 8 250,00 KZT",-8250.0,KZT,,Purchases KFC 12737,Purchases KFC 12737,Kaspi Bank,gold_statement.pdf,рестораны и кафе
2025-05-07,"+ 1 830,00 KZT",1830.0,KZT,Пополнение,Даниал Н.,Даниал Н.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"+ 2 070,00 KZT",2070.0,KZT,Пополнение,Салтанат К.,Салтанат К.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"- 4 180,00 KZT",-4180.0,KZT,Покупка,Nomad Oil,Nomad Oil,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-07,"- 550,00 KZT",-550.0,KZT,Перевод,Кулаш Н.,Кулаш Н.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"+ 1 040,00 KZT",1040.0,KZT,Пополнение,Таңшолпан М.,Таңшолпан М.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"+ 1 480,00 KZT",1480.0,KZT,Пополнение,Мақпал Б.,Мақпал Б.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"+ 2 120,00 KZT",2120.0,KZT,Пополнение,Темирлан С.,Темирлан С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"+ 1 710,00 KZT",1710.0,KZT,Пополнение,Sayyot S.,Sayyot S.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"+ 2 030,00 KZT",2030.0,KZT,Пополнение,Айдос К.,Айдос К.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"+ 1 730,00 KZT",1730.0,KZT,Пополнение,Əсет Ə.,Əсет Ə.,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-07,"+ 70,00 KZT",70.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-07,"- 1 000,00 KZT",-1000.0,KZT,Покупка,YANDEX.GO SCOOTERS,YANDEX.GO SCOOTERS,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-07,"+ 0,00 KZT",0.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-07,"- 300,00 KZT",-300.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-07,"+ 1 630,00 KZT",1630.0,KZT,Пополнение,Ерлан И.,Ерлан И.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"+ 1 580,00 KZT",1580.0,KZT,Пополнение,Алихан А.,Алихан А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-07,"- 771,80 KZT",-771.8,KZT,Покупка,Колеса,Колеса,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-07,"- 2 200,00 KZT",-2200.0,KZT,Покупка,HERO 7,HERO 7,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-07,"- 740,00 KZT",-740.0,KZT,Покупка,Hero7,Hero7,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-08,"- 600,00 KZT",-600.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-08,"- 350,00 KZT",-350.0,KZT,,Purchases Corner Meal,Purchases Corner Meal,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-08,"- 225,00 KZT",-225.0,KZT,,Purchases Аппарат самообслуживания,Purchases Аппарат самообслуживания,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-08,"- 650,00 KZT",-650.0,KZT,,Purchases ИП Берсиновв,Purchases ИП Берсиновв,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-08,"- 68 875,00 KZT",-68875.0,KZT,,Purchases SKHALYK.KZ,Purchases SKHALYK.KZ,Kaspi Bank,gold_statement.pdf,покупки
2025-05-08,"+ 70 000,00 KZT",70000.0,KZT,,Replenishment Серик К.,Replenishment Серик К.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-08,"- 900,00 KZT",-900.0,KZT,,Purchases продукты,Purchases продукты,Kaspi Bank,gold_statement.pdf,покупки
2025-05-08,"- 700,00 KZT",-700.0,KZT,,Purchases Парковка. ТРЦ Mega Silkway,Purchases Парковка. ТРЦ Mega Silkway,Kaspi Bank,gold_statement.pdf,транспорт
2025-05-08,"+ 930,00 KZT",930.0,KZT,,Replenishment Акмарал Ж.,Replenishment Акмарал Ж.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-08,"- 1 790,00 KZT",-1790.0,KZT,,Purchases ТОО Mega Coffee,Purchases ТОО Mega Coffee,Kaspi Bank,gold_statement.pdf,рестораны и кафе
2025-05-08,"+ 23 900,00 KZT",23900.0,KZT,,Replenishment Кунсулу М.,Replenishment Кунсулу М.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-08,"+ 1 770,00 KZT",1770.0,KZT,Пополнение,Акбупе А.,Акбупе А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-08,"+ 1 310,00 KZT",1310.0,KZT,Пополнение,Нурсултан А.,Нурсултан А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-08,"+ 8 000,00 KZT",8000.0,KZT,Пополнение,В Kaspi Банкомате,В Kaspi Банкомате,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-08,"- 760,00 KZT",-760.0,KZT,Перевод,Роза А.,Роза А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-08,"+ 1 900,00 KZT",1900.0,KZT,Пополнение,Жулдыз Т.,Жулдыз Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-08,"+ 2 320,00 KZT",2320.0,KZT,Пополнение,Арлен Р.,Арлен Р.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-08,"+ 860,00 KZT",860.0,KZT,Пополнение,Гүлнұр Р.,Гүлнұр Р.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-08,"- 250,00 KZT",-250.0,KZT,Покупка,Tele2,Tele2,Kaspi Bank,gold_statement_1.pdf,подписки
2025-05-08,"+ 790,00 KZT",790.0,KZT,Пополнение,Булат Е.,Булат Е.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-08,"- 3 980,00 KZT",-3980.0,KZT,Покупка,"ТОО ""NURAIYA-ASTANA""","ТОО ""NURAIYA-ASTANA""",Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-08,"- 340,00 KZT",-340.0,KZT,Покупка,Нан,Нан,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-08,"- 7 500,00 KZT",-7500.0,KZT,Покупка,Сайт Cvety.kz,Сайт Cvety.kz,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-08,"+ 2 750,00 KZT",2750.0,KZT,Пополнение,Заңғар Т.,Заңғар Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-08,"+ 970,00 KZT",970.0,KZT,Пополнение,Батиза М.,Батиза М.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-09,"- 770,00 KZT",-770.0,KZT,,Purchases Магазин 1000 мелочей,Purchases Магазин 1000 мелочей,Kaspi Bank,gold_statement.pdf,покупки
2025-05-09,"- 122 846,36 KZT",-122846.36,KZT,,Purchases Marine Health,Purchases Marine Health,Kaspi Bank,gold_statement.pdf,покупки
2025-05-09,"+ 123 000,00 KZT",123000.0,KZT,,Replenishment Корлан Т.,Replenishment Корлан Т.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-09,"- 1 000,00 KZT",-1000.0,KZT,Перевод,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-09,"- 573,00 KZT",-573.0,KZT,Покупка,Magnum Cash&Carry,Magnum Cash&Carry,Kaspi Bank,gold_statement_1.pdf,супермаркеты
2025-05-09,"- 700,00 KZT",-700.0,KZT,Перевод,Оплата Kaspi Red,Оплата Kaspi Red,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-09,"- 140,00 KZT",-140.0,KZT,Перевод,Хуанбай С.,Хуанбай С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-09,"- 90,00 KZT",-90.0,KZT,Покупка,Nomad Oil,Nomad Oil,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-09,"- 160,00 KZT",-160.0,KZT,Перевод,Кулаш Н.,Кулаш Н.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-09,"+ 810,00 KZT",810.0,KZT,Пополнение,Даулетхан Е.,Даулетхан Е.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-09,"+ 1 700,00 KZT",1700.0,KZT,Пополнение,Азамат З.,Азамат З.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-09,"+ 930,00 KZT",930.0,KZT,Пополнение,Тамара С.,Тамара С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-09,"- 890,00 KZT",-890.0,KZT,Перевод,Игорь М.,Игорь М.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-09,"+ 1 340,00 KZT",1340.0,KZT,Пополнение,Dzhapar C.,Dzhapar C.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-09,"- 500,00 KZT",-500.0,KZT,Покупка,Нургуль,Нургуль,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-09,"- 300,00 KZT",-300.0,KZT,Перевод,Дариха Н.,Дариха Н.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-10,"- 800,00 KZT",-800.0,KZT,Перевод,Анель А.,Анель А.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-05-10,"- 110,00 KZT",-110.0,KZT,,Purchases Avtobys. Пригород. Оплата проезда по QR,Purchases Avtobys. Пригород. Оплата проезда по QR,Kaspi Bank,gold_statement (3).pdf,транспорт
2025-05-10,"+ 1 200,00 KZT",1200.0,KZT,,Replenishment Дамир А.,Replenishment Дамир А.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-05-10,"- 110,00 KZT",-110.0,KZT,,Purchases Avtobys. Оплата проезда по QR,Purchases Avtobys. Оплата проезда по QR,Kaspi Bank,gold_statement (3).pdf,транспорт
2025-05-10,"+ 12 872,00 KZT",12872.0,KZT,Пополнение,Interpay*Taxi,Interpay*Taxi,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-11,"- 669,00 KZT",-669.0,KZT,,Purchases Magnum Cash&Carry,Purchases Magnum Cash&Carry,Kaspi Bank,gold_statement (3).pdf,супермаркеты
2025-05-11,"- 2 300,00 KZT",-2300.0,KZT,,Purchases Супермаркет GALMART,Purchases Супермаркет GALMART,Kaspi Bank,gold_statement.pdf,супермаркеты
2025-05-11,"+ 400,00 KZT",400.0,KZT,,Replenishment Алиша А.,Replenishment Алиша А.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-11,"- 300,00 KZT",-300.0,KZT,,Purchases Парковка. ТРЦ Keruen,Purchases Парковка. ТРЦ Keruen,Kaspi Bank,gold_statement.pdf,транспорт
2025-05-11,"- 3 500,00 KZT",-3500.0,KZT,,Transfers Акбота Т.,Transfers Акбота Т.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-11,"- 5 000,00 KZT",-5000.0,KZT,Покупка,JJ Kinoroom,JJ Kinoroom,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-11,"- 360,00 KZT",-360.0,KZT,Перевод,Ruslan A.,Ruslan A.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-11,"- 1 470,00 KZT",-1470.0,KZT,Покупка,ИП ОКЕЙ,ИП ОКЕЙ,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-11,"- 1 250,00 KZT",-1250.0,KZT,Покупка,"ТОО ""Фармлюкс ""","ТОО ""Фармлюкс """,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-11,"- 32 583,00 KZT",-32583.0,KZT,Перевод,Оплата Kaspi Red,Оплата Kaspi Red,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-11,"+ 2 960,00 KZT",2960.0,KZT,Пополнение,Interpay*Taxi,Interpay*Taxi,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-11,"+ 1 060,00 KZT",1060.0,KZT,Пополнение,Адия К.,Адия К.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-11,"+ 10 000,00 KZT",10000.0,KZT,Пополнение,Махмед Г.,Махмед Г.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-11,"+ 1 360,00 KZT",1360.0,KZT,Пополнение,Амина К.,Амина К.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-11,"- 480,00 KZT",-480.0,KZT,Покупка,ИП Каратаева,ИП Каратаева,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-11,"+ 1 100,00 KZT",1100.0,KZT,Пополнение,Сымбат М.,Сымбат М.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-11,"- 5 680,00 KZT",-5680.0,KZT,Покупка,izi,izi,Kaspi Bank,gold_statement_1.pdf,подписки
2025-05-11,"+ 1 160,00 KZT",1160.0,KZT,Пополнение,Динара Н.,Динара Н.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-11,"+ 1 530,00 KZT",1530.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-11,"+ 970,00 KZT",970.0,KZT,Пополнение,Оксана А.,Оксана А.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-11,"+ 1 000,00 KZT",1000.0,KZT,Пополнение,Алтын Т.,Алтын Т.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-11,"- 890,00 KZT",-890.0,KZT,Покупка,TapTatti Retail Expo,TapTatti Retail Expo,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-11,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Женискуль Е.,Женискуль Е.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-11,"- 4 100,00 KZT",-4100.0,KZT,Покупка,АЗС-8,АЗС-8,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-12,"- 117,00 KZT",-117.0,KZT,Покупка,Magnum Cash&Carry (Рамстор),Magnum Cash&Carry (Рамстор),Kaspi Bank,gold_statement (2).pdf,супермаркеты
2025-05-12,"- 7 195,40 KZT",-7195.4,KZT,,Purchases FLYDUBAI,"Purchases FLYDUBAI (- 14,01 USD)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-12,"- 3 425,50 KZT",-3425.5,KZT,,Purchases YANDEX.EDA,Purchases YANDEX.EDA,Kaspi Bank,gold_statement.pdf,транспорт
2025-05-12,"- 1 100,00 KZT",-1100.0,KZT,Покупка,Kubu-Tutti,Kubu-Tutti,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-12,"- 13 313,00 KZT",-13313.0,KZT,Перевод,Оплата Kaspi Кредита,Оплата Kaspi Кредита,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-12,"+ 13 000,00 KZT",13000.0,KZT,Пополнение,Санжар С.,Санжар С.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-12,"- 250,00 KZT",-250.0,KZT,Покупка,O'KEY,O'KEY,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-12,"- 1 990,00 KZT",-1990.0,KZT,Покупка,"ТОО ""NURAIYA-ASTANA""","ТОО ""NURAIYA-ASTANA""",Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-13,"- 509,00 KZT",-509.0,KZT,Покупка,Magnum Cash&Carry (Рамстор),Magnum Cash&Carry (Рамстор),Kaspi Bank,gold_statement (2).pdf,супермаркеты
2025-05-13,"- 4 500,00 KZT",-4500.0,KZT,Перевод,Асет Б.,Асет Б.,Kaspi Bank,gold_statement (2).pdf,переводы
2025-05-13,"+ 5 000,00 KZT",5000.0,KZT,Пополнение,С карты другого банка,С карты другого банка,Kaspi Bank,gold_statement (2).pdf,переводы
2025-05-13,"- 1 098,00 KZT",-1098.0,KZT,,Transfers Кербез К.,Transfers Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-05-13,"- 2 640,00 KZT",-2640.0,KZT,,Purchases Супермаркет GALMART,Purchases Супермаркет GALMART,Kaspi Bank,gold_statement (3).pdf,супермаркеты
2025-05-13,"- 6 262,00 KZT",-6262.0,KZT,,Purchases ТС Mega Supermarket Astana,Purchases ТС Mega Supermarket Astana,Kaspi Bank,gold_statement (3).pdf,покупки
2025-05-13,"+ 10 000,00 KZT",10000.0,KZT,,Replenishment Кербез К.,Replenishment Кербез К.,Kaspi Bank,gold_statement (3).pdf,переводы
2025-05-13,"+ 1 098,00 KZT",1098.0,KZT,,Replenishment Рауан А.,Replenishment Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-13,"- 10 000,00 KZT",-10000.0,KZT,,Transfers Рауан А.,Transfers Рауан А.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-13,"- 2 200,00 KZT",-2200.0,KZT,,Purchases ALTEL,Purchases ALTEL,Kaspi Bank,gold_statement.pdf,подписки
2025-05-13,"- 10 990,00 KZT",-10990.0,KZT,,Purchases ALTEL,Purchases ALTEL,Kaspi Bank,gold_statement.pdf,подписки
2025-05-13,"- 4 480,00 KZT",-4480.0,KZT,,Purchases продукты,Purchases продукты,Kaspi Bank,gold_statement.pdf,покупки
2025-05-13,"+ 50 000,00 KZT",50000.0,KZT,,Replenishment In the Kaspi Terminal,Replenishment In the Kaspi Terminal,Kaspi Bank,gold_statement.pdf,покупки
2025-05-13,"+ 3 000,00 KZT",3000.0,KZT,,Replenishment Макпал Т.,Replenishment Макпал Т.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-13,"- 1 500,00 KZT",-1500.0,KZT,,"Purchases IP ""MALIKA""","Purchases IP ""MALIKA""",Kaspi Bank,gold_statement.pdf,покупки
2025-05-13,"- 270,00 KZT",-270.0,KZT,,Purchases Хозяюшка,Purchases Хозяюшка,Kaspi Bank,gold_statement.pdf,покупки
2025-05-13,"- 5 000,00 KZT",-5000.0,KZT,Покупка,JJ Kinoroom,JJ Kinoroom,Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-13,"- 1 190,00 KZT",-1190.0,KZT,Покупка,"580.Аптека""Биосфера""","580.Аптека""Биосфера""",Kaspi Bank,gold_statement_1.pdf,покупки
2025-05-13,"+ 6 000,00 KZT",6000.0,KZT,Пополнение,С Kaspi Депозита,С Kaspi Депозита,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-13,"- 580,00 KZT",-580.0,KZT,Перевод,Ruslan A.,Ruslan A.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-13,"- 3 000,00 KZT",-3000.0,KZT,Перевод,На Kaspi Депозит,На Kaspi Депозит,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-13,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Нұрлан М.,Нұрлан М.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-13,"- 1 330,00 KZT",-1330.0,KZT,Покупка,YANDEX.GO,YANDEX.GO,Kaspi Bank,gold_statement_1.pdf,транспорт
2025-05-13,"+ 1 500,00 KZT",1500.0,KZT,Пополнение,Женискуль Е.,Женискуль Е.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-13,"+ 3 000,00 KZT",3000.0,KZT,Пополнение,Аружан Б.,Аружан Б.,Kaspi Bank,gold_statement_1.pdf,переводы
2025-05-14,"+ 541,44 KZT",541.44,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (+ 3,86 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"+ 0,00 KZT",0.0,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (+ 0,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"- 7 958,88 KZT",-7958.88,KZT,,Purchases CAREEM RIDE,"Purchases CAREEM RIDE (- 56,74 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"+ 15 100,00 KZT",15100.0,KZT,,Replenishment Сымбат Т.,Replenishment Сымбат Т.,Kaspi Bank,gold_statement.pdf,переводы
2025-05-14,"- 3 514,71 KZT",-3514.71,KZT,,Purchases PENNY PRESS VENDING MACHI,"Purchases PENNY PRESS VENDING MACHI (- 24,99 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"- 7 519,72 KZT",-7519.72,KZT,,Purchases WATSON BR OF ALFUTTAIM,"Purchases WATSON BR OF ALFUTTAIM (- 53,50 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"- 5 057,88 KZT",-5057.88,KZT,,Purchases RTA - JUMEIRAH LAKE TO,"Purchases RTA - JUMEIRAH LAKE TO (- 36,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"- 6 322,35 KZT",-6322.35,KZT,,Purchases MY VAPE MAR FOR ELECT,"Purchases MY VAPE MAR FOR ELECT (- 45,00 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"- 3 963,72 KZT",-3963.72,KZT,,Purchases WAITROSE-FINE FARE,"Purchases WAITROSE-FINE FARE (- 28,20 AED)",Kaspi Bank,gold_statement.pdf,покупки
2025-05-14,"+ 5 000,00 KZT",5000.0,KZT,,Replenishment Сымбат Т.,Replenishment Сымбат Т.,Kaspi Bank,gold_statement.pdf,переводы
